"city","state","geo.id","peer.1","peer.2","peer.3","peer.4","peer.5"
"Springfield (MO)","MO","1600000US2970000","1600000US2270000","1600000US1921000","1600000US0541000","1600000US2053775","1600000US4845744"
"St. Louis","MO","1600000US2965000","1600000US3915000","1600000US1825000","1600000US2146027","1600000US1703012","1600000US1921000"
"St. Paul","MN","1600000US2758000","1600000US3128000","1600000US2743000","1600000US1703012","1600000US1921000","1600000US2634000"
"St. Petersburg","FL","1600000US1263000","1600000US2255000","1600000US1253000","1600000US1271000","1600000US1304000","1600000US0107000"
"Stamford","CT","1600000US0973000","1600000US5135000","1600000US3345140","1600000US2360545","1600000US5010675","1600000US0980000"
"Sterling Heights","MI","1600000US2676460","1600000US5414600","1600000US3921000","1600000US5531000","1600000US1738570","1600000US1759000"
"Stockton","CA","1600000US0675000","1600000US0603526","1600000US0622020","1600000US0626000","1600000US0627000","1600000US0633000"
"Sunnyvale","CA","1600000US0677000","1600000US0678582","1600000US0602252","1600000US0623182","1600000US0660620","1600000US0662938"
"Surprise","AZ","1600000US0471510","1600000US0682590","1600000US0611194","1600000US0650076","1600000US0678120","1600000US0622804"
"Syracuse","NY","1600000US3673000","1600000US4202000","1600000US0908000","1600000US0937000","1600000US0952000","1600000US1077580"
"Tacoma","WA","1600000US5370000","1600000US3260600","1600000US1608830","1600000US0622020","1600000US4123850","1600000US0626000"
"Tallahassee","FL","1600000US1270600","1600000US0107000","1600000US4714000","1600000US1319000","1600000US2836000","1600000US4740000"
"Tampa","FL","1600000US1271000","1600000US2255000","1600000US1253000","1600000US1263000","1600000US1304000","1600000US0107000"
"Temecula","CA","1600000US0678120","1600000US0682590","1600000US0611194","1600000US0650076","1600000US0622804","1600000US0616532"
"Tempe","AZ","1600000US0473000","1600000US0427820","1600000US0649270","1600000US0653322","1600000US0616350","1600000US0624680"
"Thornton","CO","1600000US0877290","1600000US0803455","1600000US4982950","1600000US0883835","1600000US0843000","1600000US4983470"
"Thousand Oaks","CA","1600000US0678582","1600000US0672016","1600000US0665042","1600000US0608954","1600000US0616532","1600000US0619766"
"Toledo","OH","1600000US3977000","1600000US1825000","1600000US2146027","1600000US3915000","1600000US3916000","1600000US3611000"
"Topeka","KS","1600000US2071000","1600000US2915670","1600000US2935000","1600000US2036000","1600000US4879000","1600000US1912000"
"Torrance","CA","1600000US0680000","1600000US0653980","1600000US0608954","1600000US0616532","1600000US0619766","1600000US0628000"
"Tucson","AZ","1600000US0477000","1600000US3502000","1600000US4824000","1600000US3240000","1600000US0446000","1600000US0412000"
"Tulsa","OK","1600000US4075000","1600000US4804000","1600000US3128000","1600000US4858016","1600000US2079000","1600000US4803000"
"Vallejo","CA","1600000US0681666","1600000US0660620","1600000US0682954","1600000US0602252","1600000US0623182","1600000US0662938"
"Vancouver","WA","1600000US5374060","1600000US1608830","1600000US4164900","1600000US4123850","1600000US0633000","1600000US5367000"
"Victorville","CA","1600000US0682590","1600000US0650076","1600000US0608954","1600000US0616532","1600000US0619766","1600000US0628000"
"Virginia Beach","VA","1600000US5182000","1600000US2404000","1600000US3755000","1600000US1150000","1600000US3712000","1600000US3728000"
"Visalia","CA","1600000US0682954","1600000US0678582","1600000US0682590","1600000US0602252","1600000US0672016","1600000US0665042"
"Waco","TX","1600000US4876000","1600000US4801000","1600000US4807000","1600000US4879000","1600000US4819972","1600000US4839148"
"Warren","MI","1600000US2684000","1600000US5414600","1600000US3921000","1600000US5531000","1600000US1738570","1600000US1759000"
"Washington","DC","1600000US1150000","1600000US2404000","1600000US3755000","1600000US5182000","1600000US3728000","1600000US3436000"
"Waterbury","CT","1600000US0980000","1600000US5010675","1600000US5135000","1600000US3345140","1600000US2360545","1600000US0973000"
"West Covina","CA","1600000US0684200","1600000US0608954","1600000US0616532","1600000US0619766","1600000US0628000","1600000US0656000"
"West Jordan","UT","1600000US4982950","1600000US0803455","1600000US0877290","1600000US0883835","1600000US0843000","1600000US0682954"
"West Palm Beach","FL","1600000US1276600","1600000US4513330","1600000US4516000","1600000US1225175","1600000US1254000","1600000US1369000"
"West Valley City","UT","1600000US4983470","1600000US0843000","1600000US0682954","1600000US0803455","1600000US4962470","1600000US0877290"
"Westminster","CO","1600000US0883835","1600000US0803455","1600000US0877290","1600000US4982950","1600000US0843000","1600000US4983470"
"Wichita","KS","1600000US2079000","1600000US4804000","1600000US3128000","1600000US4858016","1600000US4075000","1600000US4803000"
"Wichita Falls","TX","1600000US4879000","1600000US4801000","1600000US4807000","1600000US4876000","1600000US4819972","1600000US4839148"
"Wilmington (DE)","DE","1600000US1077580","1600000US4202000","1600000US0908000","1600000US0937000","1600000US0952000","1600000US3673000"
"Wilmington (NC)","NC","1600000US3774440","1600000US4516000","1600000US1225175","1600000US3731400","1600000US1369000","1600000US4513330"
"Winston-Salem","NC","1600000US3775000","1600000US4714000","1600000US3722920","1600000US4740000","1600000US3719000","1600000US5116000"
"Worcester","MA","1600000US2582000","1600000US5156000","1600000US2567000","1600000US4459000","1600000US3663000","1600000US3684000"
"Yonkers","NY","1600000US3684000","1600000US5156000","1600000US2567000","1600000US2582000","1600000US4459000","1600000US3663000"
